modeloDeRelevancia;tipoDeMemoria;tipoDeRaciocinio;comparacoes;memoria;movimentacoes;utilidade;eficienciaCpu;eficienciaMemoria
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;62621,953;20,59875;1573,4456;39,615227;1,9231861;0,05055774
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;6362,117;1,36225;623,5662;0;0;0
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;5170,912;1,54875;908,0043;2,5339873;1,6361499;0,017781176
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;287388,6;252,55576;0;68,37604;0,2707364;0,023792189
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;195407,02;252,55576;0;35,882942;0,1420793;0,01836318
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;96177,52;48,7895;36099,16;17,328356;0,35516566;0,00379036
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;3660,7957;1,415;631,5225;1,207174;0,85312647;0,012100756
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;287388,6;252,55576;0;36,272594;0,14362213;0,012621446
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;229984,08;252,55576;0;36,68834;0,14526828;0,015952557
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;3401,0483;1,348;625,01276;0;0;0
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;3451,5327;1,334;632,11926;0;0;0
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;9050,282;1,37075;643,403;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;21008,457;4,5115;688,94727;0;0;0
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;195407,02;252,55576;0;37,901966;0,15007366;0,01939642
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;164948,5;65,034;87636,086;33,16368;0,5099438;0,003184806
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;7803,6396;1,65475;623,143;0;0;0
DefaultRelevanceModel ; FORGETTING ; SOAREngine ;9648,802;1,45675;648,7667;0;0;0
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;195407,02;252,55576;0;38,18048;0,15117644;0,01953895
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;7145,663;1,45125;651,4015;0;0;0
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;7333,697;1,50025;645,86523;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;100977,89;34,4175;31752,064;11,565781;0,3360436;0,002763637
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;10437,85;1,45525;759,4135;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;245091,81;67,06175;336,37;35,738003;0,53291184;0,014384065
DefaultRelevanceModel ; FORGETTING ; SOAREngine ;10057,656;1,58925;624,692;0;0;0
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;229984,08;252,55576;0;41,349583;0,16372457;0,017979326
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;8517,546;1,337;627,347;0;0;0
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;229984,08;252,55576;0;41,349583;0,16372457;0,017979326
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;27214,52;4,5055;686,94025;0;0;0
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;4701,405;1,747;654,226;0;0;0
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;229984,08;252,55576;0;42,205746;0,16711457;0,018351596
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;12650,08;1,6;815,382;0;0;0
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;29831,08;4,48925;1291,288;4,750279;1,0581453;0,011113334
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;158744,52;74,11475;77280,72;18,366539;0,24781218;0,001971607
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;229984,08;252,55576;0;36,68834;0,14526828;0,015952557
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;12148,831;1,53225;841,18225;0;0;0
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;195407,02;252,55576;0;37,21567;0,14735626;0,019045208
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;110287,734;56,57475;381,35675;61,087574;1,0797675;0,053538013
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;229984,08;252,55576;0;37,683945;0,1492104;0,016385458
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;79007,305;39,0735;548,46826;25,655308;0,65659094;0,030364191
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;7435,547;1,51675;640,215;0;0;0
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;227717,2;38,709;30300,416;17,043055;0,4402866;0,0032113
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;161229,86;34,198;572,05;29,788197;0,8710508;0,017842546
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;3871,2205;1,42775;683,43176;0;0;0
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;3558,5527;1,4005;632,65674;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;347147,28;67,64375;89406,34;20,794859;0,30741727;0,001675369
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;5205,638;1,77825;747,43976;0,28386992;0,15963443;0,002238716
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;229984,08;252,55576;0;41,769077;0,16538557;0,018161725
